Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Current Ratio,Depreciation,Earnings Before Interest and Tax,Earnings Before Tax,Fixed Assets,Gross Margin,Gross Profit,Income Tax,Intangible Assets,Inventory,Liabilities,Long-Term Debt,Net Borrowings,Net Cash Flow,Net Cash Flow-Operating,Net Cash Flows-Financing,Net Cash Flows-Investing,Net Income,Net Income Adjustments,Net Income Applicable to Common Shareholders,Net Income-Cont. Operations,Net Receivables,Operating Income,Operating Margin,Other Assets,Other Current Assets,Other Equity,Other Financing Activities,Other Investing Activities,Other Liabilities,Other Operating Activities,Pre-Tax Margin,Pre-Tax ROE,Profit Margin,Quick Ratio,Retained Earnings,Sale and Purchase of Stock,"Sales, General and Admin.",Total Assets,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Equity,For Year,Earnings Per Share,Estimated Shares Outstanding,Total Revenue
282098000,-58397000,5720000,11,-207159000,227,238650000,0,1783000,378,262869000,495239000,479776000,601591000,69,1352931000,145828000,132412000,0,101721000,604851000,660873000,-95241000,658070000,436027000,-1178806000,333948000,56443000,333948000,333948000,375282000,489519000,25,81747000,128981000,-17611000,-52224000,-492255000,74221000,-38514000,24,16,17,378,-1598267000,-103568000,704880000,4001546000,1262555000,334011000,2945335000,1056211000,4001546000,2014,1.87,178581818.2,1963874000
278148000,-56247000,8999000,10,-311676000,225,289473000,0,1772000,377,318088000,475149000,456624000,753180000,67,1471828000,135218000,156095000,0,54503000,624288000,0,50823000,764151000,-267728000,-435564000,321406000,107278000,321406000,321406000,380399000,466150000,21,95844000,123228000,-41453000,-56214000,-276948000,93268000,19123000,21,15,15,377,-1276861000,-240815000,829253000,4187925000,1253188000,332440000,3120878000,1067047000,4187925000,2015,1.8,178558888.9,2197448000
372309000,-25992000,1229000,17,-280873000,124,477696000,7364000,889000,366,99020000,401012000,368212000,1296571000,36,898843000,80433000,94464000,428145000,-9492000,686588000,-14390000,8280000,488766000,-177294000,-301161000,311536000,90425000,311536000,325846000,422817000,399783000,16,154836000,78655000,85264000,-9124000,6286000,370318000,-2686000,15,20,12,254,1744684000,-42427000,308456000,3437291000,1407313000,385009000,1833598000,1603693000,3437291000,2012,3.49,89265329.51,2519154000
411809000,-65906000,-6674000,25,-155346000,109,477239000,-1810000,801000,340,107370000,570001000,538442000,1357069000,36,850471000,134445000,88203000,436049000,31452000,1054310000,-18733000,-457000,432859000,-288046000,-157742000,413171000,-88016000,413171000,435726000,491958000,576675000,24,160229000,77669000,116245000,-6149000,-2565000,222160000,9935000,22,33,17,240,1500358000,-576745000,158189000,3584797000,1482915000,436363000,1627361000,1957436000,3584797000,2013,4.93,83807505.07,2394270000
428790000,36221000,-16761000,10,-110576000,218,2489768000,-6486000,780000,294,103572000,254537000,213179000,1231868000,32,770848000,18484000,44125000,358361000,21616000,2223035000,1882180000,2012529000,492609000,1609329000,-46133000,133316000,164228000,133316000,230437000,434635000,271298000,11,160956000,66086000,-62413000,-3284000,104718000,314663000,12552000,9,16,5,262,1410651000,-147287000,355135000,5223103000,3348850000,1139886000,1359465000,3863638000,5223103000,2014,1.69,78885207.1,2445548000
810634000,-8788000,48474000,10,-227649000,13,213734000,27649000,1122000,113,260076000,490909000,358187000,2484738000,33,1196872000,29122000,1733047000,508728000,-73151000,3174674000,-376241000,-2276034000,360689000,-478325000,-2160552000,334906000,-160791000,334906000,360064000,632705000,442435000,12,216998000,475836000,-421288000,-5431000,-1936057000,686025000,-44370000,10,11,9,82,1615407000,-4267000,512274000,9615014000,1831003000,1616685000,3254392000,6360622000,9615014000,2015,3.01,111264451.8,3651335000
806000000,9000000,28000000,22,-518000000,87,174000000,0,70000000,116,264000000,560000000,514000000,3609000000,50,2338000000,198000000,0,58000000,35000000,871000000,-275000000,20000000,753000000,-88000000,-645000000,316000000,10000000,316000000,316000000,278000000,532000000,11,120000000,123000000,-436000000,216000000,-45000000,823000000,119000000,11,36,7,112,1127000000,-29000000,1542000000,5505000000,1737000000,1501000000,1421000000,4084000000,5505000000,2012,4.47,70693512.3,4657000000
899000000,-19000000,13000000,25,-566000000,84,80000000,0,1000000,112,270000000,851000000,816000000,3893000000,54,2801000000,308000000,0,60000000,88000000,754000000,-161000000,-42000000,981000000,-325000000,-698000000,508000000,-160000000,508000000,508000000,265000000,838000000,16,183000000,107000000,-183000000,23000000,-3000000,431000000,294000000,16,40,10,108,1607000000,-159000000,1693000000,5838000000,1762000000,1580000000,2029000000,3809000000,5838000000,2013,7.26,69972451.79,5156000000
923000000,-110000000,41000000,28,-694000000,73,107000000,0,1000000,98,294000000,1003000000,975000000,4299000000,57,3043000000,370000000,0,58000000,89000000,686000000,-68000000,27000000,1030000000,-462000000,-541000000,605000000,6000000,605000000,605000000,259000000,962000000,18,126000000,105000000,-310000000,22000000,10000000,573000000,146000000,18,46,11,95,2144000000,-348000000,1817000000,6064000000,1639000000,1671000000,2127000000,3937000000,6064000000,2014,4.47,135346756.2,5368000000
1022000000,47000000,22000000,35,-831000000,74,73000000,0,1000000,92,320000000,1320000000,1312000000,4802000000,65,3663000000,464000000,0,51000000,131000000,571000000,-116000000,-34000000,1584000000,-688000000,-930000000,848000000,25000000,848000000,848000000,212000000,1298000000,23,68000000,72000000,-303000000,35000000,53000000,632000000,213000000,23,54,15,89,2890000000,-505000000,2013000000,6533000000,1663000000,1806000000,2411000000,4122000000,6533000000,2015,6.61,128290469,5598000000
418500000,27900000,-7200000,49,-20200000,55,267600000,3900000,1000000,193,46100000,233600000,223400000,200200000,42,861500000,175000000,146100000,187500000,-81500000,1272000000,1338900000,-90100000,223900000,-292400000,-18700000,32300000,107800000,32300000,48400000,456900000,240800000,12,124100000,34800000,-96700000,-1598300000,1500000,186400000,80300000,11,338,2,155,1100000,1300000,483100000,2000600000,946800000,490500000,-66100000,2066700000,2000600000,,,,2069600000
379400000,-8000000,-4600000,3650,-51500000,55,290500000,3400000,1000000,188,48800000,321700000,267900000,207200000,40,853700000,84200000,125400000,169300000,14500000,1215000000,-78000000,63100000,255900000,-150000000,-34800000,175200000,51900000,175200000,183700000,263100000,326300000,15,125000000,278800000,-148200000,0,16700000,192900000,-24200000,13,5581,8,156,142400000,-36200000,527400000,2015900000,1001700000,532500000,-4800000,2020700000,2015900000,2014,1.82,96263736.26,2118300000
381500000,-13500000,-96400000,601,-35200000,45,199700000,-5800000,1000000,164,53200000,262200000,209300000,224800000,42,869100000,54600000,372400000,204100000,-17200000,1457500000,278300000,-90800000,257000000,195000000,-533800000,153900000,91400000,153900000,154700000,313900000,358600000,17,124700000,17400000,-232200000,-300000,-510900000,208700000,-5000000,10,818,7,119,232400000,-19000000,510500000,2263000000,735100000,447100000,25600000,2237400000,2263000000,2015,1.6,96187500,2068100000
381400000,-19800000,-66200000,202,-42500000,73,312400000,-15600000,1000000,193,66900000,359300000,295000000,226600000,44,985300000,63800000,357400000,220600000,-32500000,1415600000,-64400000,112700000,377500000,-196000000,-64000000,229100000,85300000,229100000,231200000,271900000,425500000,19,45000000,24400000,-264300000,-3300000,-35600000,167100000,62000000,13,260,10,142,376600000,-79300000,559800000,2247400000,829300000,429600000,113300000,2134100000,2247400000,,,,2238000000
423940000,-116439000,2371000,11,-29329000,260,529857000,126000,20000,375,31928000,530381000,526269000,201109000,89,1373790000,273374000,609719000,102602000,265831000,97230000,-36000000,-459644000,497349000,71639000,-1027141000,252895000,102887000,252895000,252895000,463184000,528010000,34,62544000,106220000,-22857000,-3220000,-9315000,154717000,-39879000,34,22,16,358,379098000,5145000,493726000,3317696000,2186857000,582429000,2382079000,935617000,3317696000,2013,1.29,196042635.7,1551346000
439248000,-28000000,6000000,20,-137000000,323,943999000,-67000000,20000,461,47000000,875000000,872000000,392248000,92,2060000000,215000000,587046000,176441000,271000000,116599000,-55000000,414000000,640000000,7000000,-223000000,657000000,-222000000,657000000,657000000,432888000,869000000,39,172566000,225134000,56785000,0,-1000000,169559000,-18000000,39,26,29,432,1036010000,-189000000,650000000,4201962000,2796029000,606740000,3302018000,899944000,4201962000,2014,3.32,197891566.3,2234000000
460000000,-116000000,9000000,2,-286000000,195,1010000000,-88000000,0,341,167000000,546000000,498000000,697000000,91,2371000000,354000000,4708000000,290000000,-154000000,3405000000,3425000000,66000000,675000000,2985000000,-3585000000,144000000,779000000,144000000,144000000,533000000,537000000,21,228000000,208000000,62000000,-55000000,-3934000000,195000000,-57000000,19,6,6,300,1181000000,-250000000,927000000,13097000000,2416000000,709000000,8259000000,4838000000,13097000000,2015,0.68,211764705.9,2604000000
572000000,-122000000,6000000,5,-333000000,157,966000000,-84000000,0,313,396000000,673000000,576000000,1036000000,92,2826000000,177000000,4303000000,375000000,167000000,3121000000,-375000000,-44000000,1086000000,-836000000,-287000000,399000000,427000000,399000000,399000000,650000000,667000000,22,299000000,260000000,60000000,-68000000,-1000000,219000000,-97000000,19,7,13,268,1818000000,-393000000,990000000,13253000000,2578000000,823000000,8694000000,4559000000,13253000000,,,,3084000000
1649000000,-404000000,13000000,4,-197000000,77,1711000000,-141000000,12000000,231,410000000,445000000,350000000,850000000,40,2991000000,94000000,1103000000,1413000000,153000000,1946000000,0,319000000,623000000,-519000000,215000000,256000000,412000000,256000000,256000000,1633000000,432000000,6,0,705000000,-38000000,0,6000000,566000000,-63000000,5,5,3,173,12487000000,-86000000,898000000,12043000000,5642000000,2443000000,7088000000,4955000000,12043000000,2013,0.21,1219047619,7509000000
1883000000,-21000000,23000000,14,-241000000,112,3002000000,-154000000,12000000,247,375000000,1543000000,1448000000,861000000,42,3843000000,376000000,951000000,1567000000,284000000,1947000000,0,1291000000,1800000000,-348000000,-161000000,1072000000,218000000,1072000000,1072000000,1670000000,1520000000,17,0,568000000,-76000000,0,13000000,536000000,26000000,16,18,12,191,13072000000,107000000,895000000,13174000000,6967000000,2823000000,7868000000,5306000000,13174000000,2014,0.88,1218181818,9072000000
1833000000,-61000000,8000000,18,-215000000,131,4797000000,-266000000,11000000,244,371000000,1701000000,1598000000,892000000,41,3952000000,221000000,762000000,1833000000,-334000000,3342000000,2581000000,1795000000,1163000000,913000000,-281000000,1377000000,50000000,1377000000,1377000000,1739000000,1693000000,18,0,724000000,-92000000,0,-4000000,555000000,26000000,17,21,14,196,13967000000,-1237000000,808000000,15308000000,9261000000,3798000000,7613000000,7695000000,15308000000,2015,1.13,1218584071,9659000000
2056000000,-542000000,16000000,24,-253000000,103,3406000000,-216000000,11000000,230,389000000,2168000000,2013000000,937000000,42,4511000000,292000000,575000000,2050000000,847000000,3143000000,-1207000000,-1391000000,2466000000,-3432000000,-425000000,1721000000,237000000,1721000000,1721000000,2279000000,2152000000,20,0,275000000,-115000000,0,-16000000,596000000,30000000,19,28,16,174,15252000000,-1804000000,819000000,14588000000,8353000000,3632000000,7217000000,7371000000,14588000000,2016,1.56,1103205128,10825000000
559315000,-4225000,-7925000,18,-57427000,18,157984000,29555000,2565000,132,105471000,737947000,662475000,383483000,35,1180081000,203343000,1309727000,428935000,-5061000,1133121000,177887000,-12408000,612464000,174539000,-803731000,459132000,22936000,459132000,459132000,541151000,745872000,22,0,36673000,-151330000,0,-746304000,158963000,4656000,20,26,14,84,2507419000,34765000,380532000,5190056000,1164743000,879969000,2535151000,2654905000,5190056000,2012,1.9,241648421.1,3334213000
601230000,5247000,-16712000,16,-63314000,34,295203000,-1790000,2581000,157,118657000,798367000,724795000,402790000,35,1270494000,207796000,1473926000,452848000,11797000,1141750000,-44931000,137219000,660659000,-70284000,-460333000,516999000,11415000,516999000,516999000,575516000,815079000,23,0,45562000,-65239000,0,-397019000,166931000,-1666000,20,23,14,105,2966015000,16867000,398177000,5877902000,1369129000,874545000,3136121000,2741781000,5877902000,2013,2.12,243867452.8,3594136000
649943000,-35258000,-13826000,18,-71327000,40,377615000,11626000,2589000,169,138584000,884760000,804832000,448446000,35,1424947000,220372000,1625561000,495896000,-15515000,1427825000,326591000,82412000,725962000,24139000,-641633000,584460000,39581000,584460000,584460000,630515000,898586000,22,0,74578000,-266894000,0,-570306000,199048000,2484000,20,25,15,116,3469923000,-229790000,462637000,6420963000,1578604000,936144000,3239561000,3181402000,6420963000,2014,2.39,244543933.1,4021964000
639097000,-6995000,-9541000,18,-69083000,37,381005000,-12007000,2608000,158,149460000,898175000,806380000,484548000,36,1425015000,215521000,1672961000,514451000,-75009000,1556045000,244754000,3390000,672540000,-216964000,-425557000,590859000,30220000,590859000,590859000,650019000,907716000,23,0,74138000,-405631000,0,-356474000,204641000,-3988000,20,25,15,108,3974793000,-396208000,448592000,6664530000,1619613000,1025172000,3254626000,3409904000,6664530000,2015,2.46,240186585.4,3974295000
5442000000,-38000000,420000000,23,-693000000,244,3805000000,-7000000,29891000000,344,1286000000,6287000000,5265000000,5349000000,82,15330000000,184000000,13262000000,3019000000,-289000000,29623000000,4683000000,548000000,6291000000,2726000000,-8469000000,5081000000,317000000,5081000000,5081000000,2697000000,5867000000,31,5179000000,2250000000,-161000000,-6000000,-10024000000,2961000000,-59000000,28,24,27,306,-7634000000,-536000000,5380000000,66125000000,27367000000,7947000000,22096000000,44029000000,66125000000,2013,6.75,752740740.7,18676000000
6508000000,136000000,465000000,20,-718000000,386,3731000000,327000000,30410000000,495,2092000000,6656000000,5585000000,5223000000,78,15641000000,427000000,12693000000,2647000000,884000000,30215000000,-1129000000,-74000000,8952000000,-3274000000,-5752000000,5158000000,356000000,5158000000,5158000000,2546000000,6191000000,31,1592000000,2494000000,-8000000,-342000000,-52000000,2547000000,-1000000,28,22,26,458,-4624000000,48000000,5153000000,69009000000,34713000000,7008000000,25778000000,43231000000,69009000000,2014,6.8,758529411.8,20063000000
6417000000,-420000000,603000000,25,-594000000,362,4144000000,481000000,30649000000,445,2108000000,9073000000,7978000000,4907000000,80,17435000000,1039000000,11641000000,2435000000,899000000,29182000000,1065000000,413000000,9731000000,-3771000000,-5547000000,6939000000,-431000000,6939000000,6939000000,2995000000,8470000000,39,1599000000,1703000000,-480000000,-655000000,-532000000,3281000000,155000000,37,28,32,416,-2086000000,-1785000000,4895000000,71449000000,38515000000,8664000000,28083000000,43366000000,71449000000,2015,9.15,758360655.7,21662000000
6801000000,-214000000,629000000,26,-738000000,340,3241000000,-80000000,30784000000,411,2105000000,10423000000,9163000000,4961000000,82,18829000000,1441000000,10279000000,2745000000,423000000,30193000000,3593000000,-903000000,10354000000,-2599000000,-8658000000,7722000000,526000000,7722000000,7722000000,3165000000,9794000000,43,1625000000,2015000000,-471000000,-284000000,-243000000,3918000000,-128000000,40,31,34,386,-438000000,-2910000000,5195000000,77626000000,46010000000,11204000000,29875000000,47751000000,77626000000,,,,22991000000
448000000,-43679000,-16760000,18,-568048000,70,437934000,0,3959000,132,655366000,1102959000,701294000,5765856000,75,2153481000,107304000,3206085000,0,143348000,8693345000,1494139000,38427000,1414391000,1170366000,-2558385000,637283000,144910000,637283000,637283000,169316000,1119719000,39,0,222999000,-183347000,0,-2012713000,1079725000,-79579000,24,20,22,132,-1196907000,45474000,389486000,14089429000,836267000,632178000,3573101000,10516328000,14089429000,2012,1.61,395827950.3,2875960000
700452000,-19080000,-214260000,16,-724532000,50,446492000,0,3976000,106,807741000,1000045000,541749000,7177728000,74,2501534000,59541000,6570119000,0,295029000,14408146000,2302332000,-75042000,1599047000,3525565000,-5173337000,551333000,327593000,551333000,551333000,173566000,1214305000,36,0,347417000,-311220000,-29234000,-4443252000,1352816000,-294444000,16,15,16,106,-1081467000,1696427000,487084000,20283665000,986087000,932663000,3534165000,16749500000,20283665000,2013,1.4,393809285.7,3361407000
